NAME                                     | CODE       | LONGS (Sample)
DOW JONES U.S. REAL ESTATE IDX - CHICAGO | 124606     | 1755
UP DOWN GC ULSD VS HO SPR - NEW YORK MER | 022A13     | 9065
DOW JONES U.S. REAL ESTATE IDX - CHICAGO | 124606     | 3793
UP DOWN GC ULSD VS HO SPR - NEW YORK MER | 022A13     | 9015
DOW JONES U.S. REAL ESTATE IDX - CHICAGO | 124606     | 3434
UP DOWN GC ULSD VS HO SPR - NEW YORK MER | 022A13     | 9405
DOW JONES U.S. REAL ESTATE IDX - CHICAGO | 124606     | 3432
UP DOWN GC ULSD VS HO SPR - NEW YORK MER | 022A13     | 10584
DOW JONES U.S. REAL ESTATE IDX - CHICAGO | 124606     | 3745
UP DOWN GC ULSD VS HO SPR - NEW YORK MER | 022A13     | 10394
DOW JONES U.S. REAL ESTATE IDX - CHICAGO | 124606     | 2915
UP DOWN GC ULSD VS HO SPR - NEW YORK MER | 022A13     | 8617
DOW JONES U.S. REAL ESTATE IDX - CHICAGO | 124606     | 2043
UP DOWN GC ULSD VS HO SPR - NEW YORK MER | 022A13     | 9167
DOW JONES U.S. REAL ESTATE IDX - CHICAGO | 124606     | 1761
UP DOWN GC ULSD VS HO SPR - NEW YORK MER | 022A13     | 9688
DOW JONES U.S. REAL ESTATE IDX - CHICAGO | 124606     | 1602
UP DOWN GC ULSD VS HO SPR - NEW YORK MER | 022A13     | 9822
DOW JONES U.S. REAL ESTATE IDX - CHICAGO | 124606     | 1707
UP DOWN GC ULSD VS HO SPR - NEW YORK MER | 022A13     | 7025
DOW JONES U.S. REAL ESTATE IDX - CHICAGO | 124606     | 1791
UP DOWN GC ULSD VS HO SPR - NEW YORK MER | 022A13     | 6940
DOW JONES U.S. REAL ESTATE IDX - CHICAGO | 124606     | 1162
UP DOWN GC ULSD VS HO SPR - NEW YORK MER | 022A13     | 6860
DOW JONES U.S. REAL ESTATE IDX - CHICAGO | 124606     | 1164
UP DOWN GC ULSD VS HO SPR - NEW YORK MER | 022A13     | 6071
DOW JONES U.S. REAL ESTATE IDX - CHICAGO | 124606     | 2124
UP DOWN GC ULSD VS HO SPR - NEW YORK MER | 022A13     | 5134
DOW JONES U.S. REAL ESTATE IDX - CHICAGO | 124606     | 2568
UP DOWN GC ULSD VS HO SPR - NEW YORK MER | 022A13     | 5034
DOW JONES U.S. REAL ESTATE IDX - CHICAGO | 124606     | 1640
UP DOWN GC ULSD VS HO SPR - NEW YORK MER | 022A13     | 3963
DOW JONES U.S. REAL ESTATE IDX - CHICAGO | 124606     | 2067
UP DOWN GC ULSD VS HO SPR - NEW YORK MER | 022A13     | 3113
DOW JONES U.S. REAL ESTATE IDX - CHICAGO | 124606     | 2313
UP DOWN GC ULSD VS HO SPR - NEW YORK MER | 022A13     | 2368
DOW JONES U.S. REAL ESTATE IDX - CHICAGO | 124606     | 2456
UP DOWN GC ULSD VS HO SPR - NEW YORK MER | 022A13     | 3089
DOW JONES U.S. REAL ESTATE IDX - CHICAGO | 124606     | 2387
UP DOWN GC ULSD VS HO SPR - NEW YORK MER | 022A13     | 4064
DOW JONES U.S. REAL ESTATE IDX - CHICAGO | 124606     | 2788
UP DOWN GC ULSD VS HO SPR - NEW YORK MER | 022A13     | 4139
DOW JONES U.S. REAL ESTATE IDX - CHICAGO | 124606     | 879
UP DOWN GC ULSD VS HO SPR - NEW YORK MER | 022A13     | 3939
DOW JONES U.S. REAL ESTATE IDX - CHICAGO | 124606     | 599
UP DOWN GC ULSD VS HO SPR - NEW YORK MER | 022A13     | 1515
DOW JONES U.S. REAL ESTATE IDX - CHICAGO | 124606     | 2893
UP DOWN GC ULSD VS HO SPR - NEW YORK MER | 022A13     | 1625
DOW JONES U.S. REAL ESTATE IDX - CHICAGO | 124606     | 2702
DOW JONES U.S. REAL ESTATE IDX - CHICAGO | 124606     | 2332
UP DOWN GC ULSD VS HO SPR - NEW YORK MER | 022A13     | 1275
DOW JONES U.S. REAL ESTATE IDX - CHICAGO | 124606     | 1944
UP DOWN GC ULSD VS HO SPR - NEW YORK MER | 022A13     | 1450
DOW JONES U.S. REAL ESTATE IDX - CHICAGO | 124606     | 2435
DOW JONES U.S. REAL ESTATE IDX - CHICAGO | 124606     | 2603
DOW JONES U.S. REAL ESTATE IDX - CHICAGO | 124606     | 2510
DOW JONES U.S. REAL ESTATE IDX - CHICAGO | 124606     | 3017
UP DOWN GC ULSD VS HO SPR - NEW YORK MER | 022A13     | 1255
DOW JONES U.S. REAL ESTATE IDX - CHICAGO | 124606     | 1999
DOW JONES U.S. REAL ESTATE IDX - CHICAGO | 124606     | 1756
UP DOWN GC ULSD VS HO SPR - NEW YORK MER | 022A13     | 2521
DOW JONES U.S. REAL ESTATE IDX - CHICAGO | 124606     | 1608
UP DOWN GC ULSD VS HO SPR - NEW YORK MER | 022A13     | 2721
DOW JONES U.S. REAL ESTATE IDX - CHICAGO | 124606     | 1537
UP DOWN GC ULSD VS HO SPR - NEW YORK MER | 022A13     | 2204
DOW JONES U.S. REAL ESTATE IDX - CHICAGO | 124606     | 1606
UP DOWN GC ULSD VS HO SPR - NEW YORK MER | 022A13     | 1589
DOW JONES U.S. REAL ESTATE IDX - CHICAGO | 124606     | 1658
UP DOWN GC ULSD VS HO SPR - NEW YORK MER | 022A13     | 2254
DOW JONES U.S. REAL ESTATE IDX - CHICAGO | 124606     | 1690
UP DOWN GC ULSD VS HO SPR - NEW YORK MER | 022A13     | 2979
DOW JONES U.S. REAL ESTATE IDX - CHICAGO | 124606     | 1389
UP DOWN GC ULSD VS HO SPR - NEW YORK MER | 022A13     | 3579
DOW JONES U.S. REAL ESTATE IDX - CHICAGO | 124606     | 1413
DOW JONES U.S. REAL ESTATE IDX - CHICAGO | 124606     | 1532
UP DOWN GC ULSD VS HO SPR - NEW YORK MER | 022A13     | 4299
DOW JONES U.S. REAL ESTATE IDX - CHICAGO | 124606     | 1344
UP DOWN GC ULSD VS HO SPR - NEW YORK MER | 022A13     | 3599
DOW JONES U.S. REAL ESTATE IDX - CHICAGO | 124606     | 0
UP DOWN GC ULSD VS HO SPR - NEW YORK MER | 022A13     | 3724
DOW JONES U.S. REAL ESTATE IDX - CHICAGO | 124606     | 0
UP DOWN GC ULSD VS HO SPR - NEW YORK MER | 022A13     | 4189
DOW JONES U.S. REAL ESTATE IDX - CHICAGO | 124606     | 0
DOW JONES U.S. REAL ESTATE IDX - CHICAGO | 124606     | 0
UP DOWN GC ULSD VS HO SPR - NEW YORK MER | 022A13     | 1797
DOW JONES U.S. REAL ESTATE IDX - CHICAGO | 124606     | 0
UP DOWN GC ULSD VS HO SPR - NEW YORK MER | 022A13     | 1797
DOW JONES U.S. REAL ESTATE IDX - CHICAGO | 124606     | 0
UP DOWN GC ULSD VS HO SPR - NEW YORK MER | 022A13     | 1447
DOW JONES U.S. REAL ESTATE IDX - CHICAGO | 124606     | 0
UP DOWN GC ULSD VS HO SPR - NEW YORK MER | 022A13     | 3082
DOW JONES U.S. REAL ESTATE IDX - CHICAGO | 124606     | 0
UP DOWN GC ULSD VS HO SPR - NEW YORK MER | 022A13     | 910
DOW JONES U.S. REAL ESTATE IDX - CHICAGO | 124606     | 0
UP DOWN GC ULSD VS HO SPR - NEW YORK MER | 022A13     | 2035
DOW JONES U.S. REAL ESTATE IDX - CHICAGO | 124606     | 1982
UP DOWN GC ULSD VS HO SPR - NEW YORK MER | 022A13     | 1635
DOW JONES U.S. REAL ESTATE IDX - CHICAGO | 124606     | 410
UP DOWN GC ULSD VS HO SPR - NEW YORK MER | 022A13     | 2185
DOW JONES U.S. REAL ESTATE IDX - CHICAGO | 124606     | 445
UP DOWN GC ULSD VS HO SPR - NEW YORK MER | 022A13     | 825
DOW JONES U.S. REAL ESTATE IDX - CHICAGO | 124606     | 385
UP DOWN GC ULSD VS HO SPR - NEW YORK MER | 022A13     | 500
DOW JONES U.S. REAL ESTATE IDX - CHICAGO | 124606     | 405
UP DOWN GC ULSD VS HO SPR - NEW YORK MER | 022A13     | 0
DOW JONES U.S. REAL ESTATE IDX - CHICAGO | 124606     | 350
UP DOWN GC ULSD VS HO SPR - NEW YORK MER | 022A13     | 0
DOW JONES U.S. REAL ESTATE IDX - CHICAGO | 124606     | 350
UP DOWN GC ULSD VS HO SPR - NEW YORK MER | 022A13     | 0
DOW JONES U.S. REAL ESTATE IDX - CHICAGO | 124606     | 380
UP DOWN GC ULSD VS HO SPR - NEW YORK MER | 022A13     | 0
DOW JONES U.S. REAL ESTATE IDX - CHICAGO | 124606     | 380
UP DOWN GC ULSD VS HO SPR - NEW YORK MER | 022A13     | 0
DOW JONES U.S. REAL ESTATE IDX - CHICAGO | 124606     | 931
UP DOWN GC ULSD VS HO SPR - NEW YORK MER | 022A13     | 665
DOW JONES U.S. REAL ESTATE IDX - CHICAGO | 124606     | 270
UP DOWN GC ULSD VS HO SPR - NEW YORK MER | 022A13     | 870
DOW JONES U.S. REAL ESTATE IDX - CHICAGO | 124606     | 621
UP DOWN GC ULSD VS HO SPR - NEW YORK MER | 022A13     | 1152
DOW JONES U.S. REAL ESTATE IDX - CHICAGO | 124606     | 352
UP DOWN GC ULSD VS HO SPR - NEW YORK MER | 022A13     | 1372
DOW JONES U.S. REAL ESTATE IDX - CHICAGO | 124606     | 422
UP DOWN GC ULSD VS HO SPR - NEW YORK MER | 022A13     | 1237
DOW JONES U.S. REAL ESTATE IDX - CHICAGO | 124606     | 704
UP DOWN GC ULSD VS HO SPR - NEW YORK MER | 022A13     | 922
DOW JONES U.S. REAL ESTATE IDX - CHICAGO | 124606     | 945
UP DOWN GC ULSD VS HO SPR - NEW YORK MER | 022A13     | 935
DOW JONES U.S. REAL ESTATE IDX - CHICAGO | 124606     | 461
UP DOWN GC ULSD VS HO SPR - NEW YORK MER | 022A13     | 802
DOW JONES U.S. REAL ESTATE IDX - CHICAGO | 124606     | 416
UP DOWN GC ULSD VS HO SPR - NEW YORK MER | 022A13     | 827
DOW JONES U.S. REAL ESTATE IDX - CHICAGO | 124606     | 609
UP DOWN GC ULSD VS HO SPR - NEW YORK MER | 022A13     | 1607
DOW JONES U.S. REAL ESTATE IDX - CHICAGO | 124606     | 340
UP DOWN GC ULSD VS HO SPR - NEW YORK MER | 022A13     | 1518
DOW JONES U.S. REAL ESTATE IDX - CHICAGO | 124606     | 0
UP DOWN GC ULSD VS HO SPR - NEW YORK MER | 022A13     | 673
DOW JONES U.S. REAL ESTATE IDX - CHICAGO | 124606     | 0
UP DOWN GC ULSD VS HO SPR - NEW YORK MER | 022A13     | 250
DOW JONES U.S. REAL ESTATE IDX - CHICAGO | 124606     | 0
UP DOWN GC ULSD VS HO SPR - NEW YORK MER | 022A13     | 250
DOW JONES U.S. REAL ESTATE IDX - CHICAGO | 124606     | 0
DOW JONES U.S. REAL ESTATE IDX - CHICAGO | 124606     | 2253
DOW JONES U.S. REAL ESTATE IDX - CHICAGO | 124606     | 2001
DOW JONES U.S. REAL ESTATE IDX - CHICAGO | 124606     | 2215
DOW JONES U.S. REAL ESTATE IDX - CHICAGO | 124606     | 2228
DOW JONES U.S. REAL ESTATE IDX - CHICAGO | 124606     | 1903
DOW JONES U.S. REAL ESTATE IDX - CHICAGO | 124606     | 3052
UP DOWN GC ULSD VS HO SPR - NEW YORK MER | 022A13     | 567
DOW JONES U.S. REAL ESTATE IDX - CHICAGO | 124606     | 3590
UP DOWN GC ULSD VS HO SPR - NEW YORK MER | 022A13     | 351
DOW JONES U.S. REAL ESTATE IDX - CHICAGO | 124606     | 3360
DOW JONES U.S. REAL ESTATE IDX - CHICAGO | 124606     | 2804
DOW JONES U.S. REAL ESTATE IDX - CHICAGO | 124606     | 4339
DOW JONES U.S. REAL ESTATE IDX - CHICAGO | 124606     | 3282
UP DOWN GC ULSD VS HO SPR - NEW YORK MER | 022A13     | 350
DOW JONES U.S. REAL ESTATE IDX - CHICAGO | 124606     | 2234
UP DOWN GC ULSD VS HO SPR - NEW YORK MER | 022A13     | 0
DOW JONES U.S. REAL ESTATE IDX - CHICAGO | 124606     | 2118
UP DOWN GC ULSD VS HO SPR - NEW YORK MER | 022A13     | 112
DOW JONES U.S. REAL ESTATE IDX - CHICAGO | 124606     | 3085
UP DOWN GC ULSD VS HO SPR - NEW YORK MER | 022A13     | 159
DOW JONES U.S. REAL ESTATE IDX - CHICAGO | 124606     | 3300
UP DOWN GC ULSD VS HO SPR - NEW YORK MER | 022A13     | 159
DOW JONES U.S. REAL ESTATE IDX - CHICAGO | 124606     | 2452
UP DOWN GC ULSD VS HO SPR - NEW YORK MER | 022A13     | 159
DOW JONES U.S. REAL ESTATE IDX - CHICAGO | 124606     | 3670
UP DOWN GC ULSD VS HO SPR - NEW YORK MER | 022A13     | 159
DOW JONES U.S. REAL ESTATE IDX - CHICAGO | 124606     | 3055
UP DOWN GC ULSD VS HO SPR - NEW YORK MER | 022A13     | 0
DOW JONES U.S. REAL ESTATE IDX - CHICAGO | 124606     | 3819
UP DOWN GC ULSD VS HO SPR - NEW YORK MER | 022A13     | 0
DOW JONES U.S. REAL ESTATE IDX - CHICAGO | 124606     | 2888
UP DOWN GC ULSD VS HO SPR - NEW YORK MER | 022A13     | 0
DOW JONES U.S. REAL ESTATE IDX - CHICAGO | 124606     | 3390
DOW JONES U.S. REAL ESTATE IDX - CHICAGO | 124606     | 2031
DOW JONES U.S. REAL ESTATE IDX - CHICAGO | 124606     | 3298
UP DOWN GC ULSD VS HO SPR - NEW YORK MER | 022A13     | 0
DOW JONES U.S. REAL ESTATE IDX - CHICAGO | 124606     | 3473
UP DOWN GC ULSD VS HO SPR - NEW YORK MER | 022A13     | 0
DOW JONES U.S. REAL ESTATE IDX - CHICAGO | 124606     | 4342
UP DOWN GC ULSD VS HO SPR - NEW YORK MER | 022A13     | 680
DOW JONES U.S. REAL ESTATE IDX - CHICAGO | 124606     | 4686
UP DOWN GC ULSD VS HO SPR - NEW YORK MER | 022A13     | 680
DOW JONES U.S. REAL ESTATE IDX - CHICAGO | 124606     | 4409
UP DOWN GC ULSD VS HO SPR - NEW YORK MER | 022A13     | 515
DOW JONES U.S. REAL ESTATE IDX - CHICAGO | 124606     | 4456
UP DOWN GC ULSD VS HO SPR - NEW YORK MER | 022A13     | 515
DOW JONES U.S. REAL ESTATE IDX - CHICAGO | 124606     | 4395
UP DOWN GC ULSD VS HO SPR - NEW YORK MER | 022A13     | 480
DOW JONES U.S. REAL ESTATE IDX - CHICAGO | 124606     | 4477
UP DOWN GC ULSD VS HO SPR - NEW YORK MER | 022A13     | 0
DOW JONES U.S. REAL ESTATE IDX - CHICAGO | 124606     | 3211
UP DOWN GC ULSD VS HO SPR - NEW YORK MER | 022A13     | 0
DOW JONES U.S. REAL ESTATE IDX - CHICAGO | 124606     | 2528
UP DOWN GC ULSD VS HO SPR - NEW YORK MER | 022A13     | 0
DOW JONES U.S. REAL ESTATE IDX - CHICAGO | 124606     | 3384
UP DOWN GC ULSD VS HO SPR - NEW YORK MER | 022A13     | 329
DOW JONES U.S. REAL ESTATE IDX - CHICAGO | 124606     | 4333
UP DOWN GC ULSD VS HO SPR - NEW YORK MER | 022A13     | 329
DOW JONES U.S. REAL ESTATE IDX - CHICAGO | 124606     | 5351
UP DOWN GC ULSD VS HO SPR - NEW YORK MER | 022A13     | 359
DOW JONES U.S. REAL ESTATE IDX - CHICAGO | 124606     | 5301
UP DOWN GC ULSD VS HO SPR - NEW YORK MER | 022A13     | 1219
DOW JONES U.S. REAL ESTATE IDX - CHICAGO | 124606     | 5461
UP DOWN GC ULSD VS HO SPR - NEW YORK MER | 022A13     | 494
DOW JONES INDUSTRIAL AVG- x $5 - CHICAGO | 124603     | 24457
DOW JONES U.S. REAL ESTATE IDX - CHICAGO | 124606     | 5354
UP DOWN GC ULSD VS HO SPR - NEW YORK MER | 022A13     | 0
DOW JONES U.S. REAL ESTATE IDX - CHICAGO | 124606     | 6137
DOW JONES INDUSTRIAL AVG- x $5 - CHICAGO | 124603     | 25929
UP DOWN GC ULSD VS HO SPR - NEW YORK MER | 022A13     | 0
DOW JONES INDUSTRIAL AVG- x $5 - CHICAGO | 124603     | 24624
DOW JONES U.S. REAL ESTATE IDX - CHICAGO | 124606     | 6529
UP DOWN GC ULSD VS HO SPR - NEW YORK MER | 022A13     | 0
DOW JONES U.S. REAL ESTATE IDX - CHICAGO | 124606     | 6502
DOW JONES INDUSTRIAL AVG- x $5 - CHICAGO | 124603     | 32403
DOW JONES INDUSTRIAL AVG- x $5 - CHICAGO | 124603     | 41883
DOW JONES U.S. REAL ESTATE IDX - CHICAGO | 124606     | 7983
DOW JONES U.S. REAL ESTATE IDX - CHICAGO | 124606     | 1901
UP DOWN GC ULSD VS HO SPR - NEW YORK MER | 022A13     | 751
DOW JONES U.S. REAL ESTATE IDX - CHICAGO | 124606     | 2347
UP DOWN GC ULSD VS HO SPR - NEW YORK MER | 022A13     | 851
DOW JONES U.S. REAL ESTATE IDX - CHICAGO | 124606     | 2054
DOW JONES U.S. REAL ESTATE IDX - CHICAGO | 124606     | 1972
DOW JONES U.S. REAL ESTATE IDX - CHICAGO | 124606     | 1955
DOW JONES U.S. REAL ESTATE IDX - CHICAGO | 124606     | 2053
DOW JONES U.S. REAL ESTATE IDX - CHICAGO | 124606     | 2183
UP DOWN GC ULSD VS HO SPR - NEW YORK MER | 022A13     | 875
DOW JONES U.S. REAL ESTATE IDX - CHICAGO | 124606     | 2211
UP DOWN GC ULSD VS HO SPR - NEW YORK MER | 022A13     | 1125
DOW JONES U.S. REAL ESTATE IDX - CHICAGO | 124606     | 1983
UP DOWN GC ULSD VS HO SPR - NEW YORK MER | 022A13     | 1125
DOW JONES U.S. REAL ESTATE IDX - CHICAGO | 124606     | 2048
UP DOWN GC ULSD VS HO SPR - NEW YORK MER | 022A13     | 0
DOW JONES U.S. REAL ESTATE IDX - CHICAGO | 124606     | 7286
DOW JONES INDUSTRIAL AVG- x $5 - CHICAGO | 124603     | 35616
JET UP-DOWN BALMO - NEW YORK MERCANTILE  | 86465K     | 0
UP DOWN GC ULSD VS HO SPR - NEW YORK MER | 022A13     | 74
DOW JONES INDUSTRIAL AVG- x $5 - CHICAGO | 124603     | 27362
DOW JONES U.S. REAL ESTATE IDX - CHICAGO | 124606     | 7695
JET UP-DOWN BALMO - NEW YORK MERCANTILE  | 86465K     | 0
UP DOWN GC ULSD VS HO SPR - NEW YORK MER | 022A13     | 0
DOW JONES U.S. REAL ESTATE IDX - CHICAGO | 124606     | 7309
DOW JONES INDUSTRIAL AVG- x $5 - CHICAGO | 124603     | 31182
UP DOWN GC ULSD VS HO SPR - NEW YORK MER | 022A13     | 0
DOW JONES INDUSTRIAL AVG- x $5 - CHICAGO | 124603     | 37728
DOW JONES U.S. REAL ESTATE IDX - CHICAGO | 124606     | 7618
UP DOWN GC ULSD VS HO SPR - NEW YORK MER | 022A13     | 0
DOW JONES U.S. REAL ESTATE IDX - CHICAGO | 124606     | 8243
DOW JONES INDUSTRIAL AVG- x $5 - CHICAGO | 124603     | 34083
UP DOWN GC ULSD VS HO SPR - NEW YORK MER | 022A13     | 0
DOW JONES U.S. REAL ESTATE IDX - CHICAGO | 124606     | 8774
DOW JONES INDUSTRIAL AVG- x $5 - CHICAGO | 124603     | 39132
UP DOWN GC ULSD VS HO SPR - NEW YORK MER | 022A13     | 0
DOW JONES U.S. REAL ESTATE IDX - CHICAGO | 124606     | 9882
DOW JONES INDUSTRIAL AVG- x $5 - CHICAGO | 124603     | 36563
UP DOWN GC ULSD VS HO SPR - NEW YORK MER | 022A13     | 0
DOW JONES INDUSTRIAL AVG- x $5 - CHICAGO | 124603     | 36568
DOW JONES U.S. REAL ESTATE IDX - CHICAGO | 124606     | 9730
UP DOWN GC ULSD VS HO SPR - NEW YORK MER | 022A13     | 0
DOW JONES INDUSTRIAL AVG- x $5 - CHICAGO | 124603     | 45902
DOW JONES U.S. REAL ESTATE IDX - CHICAGO | 124606     | 10300
UP DOWN GC ULSD VS HO SPR - NEW YORK MER | 022A13     | 0
DOW JONES INDUSTRIAL AVG- x $5 - CHICAGO | 124603     | 41551
DOW JONES U.S. REAL ESTATE IDX - CHICAGO | 124606     | 9803
UP DOWN GC ULSD VS HO SPR - NEW YORK MER | 022A13     | 0
DOW JONES INDUSTRIAL AVG- x $5 - CHICAGO | 124603     | 40105
DOW JONES U.S. REAL ESTATE IDX - CHICAGO | 124606     | 8760
UP DOWN GC ULSD VS HO SPR - NEW YORK MER | 022A13     | 0
DOW JONES U.S. REAL ESTATE IDX - CHICAGO | 124606     | 9025
DOW JONES INDUSTRIAL AVG- x $5 - CHICAGO | 124603     | 32183
UP DOWN GC ULSD VS HO SPR - NEW YORK MER | 022A13     | 0
DOW JONES U.S. REAL ESTATE IDX - CHICAGO | 124606     | 9348
DOW JONES INDUSTRIAL AVG- x $5 - CHICAGO | 124603     | 29290
UP DOWN GC ULSD VS HO SPR - NEW YORK MER | 022A13     | 425
DOW JONES U.S. REAL ESTATE IDX - CHICAGO | 124606     | 9255
DOW JONES INDUSTRIAL AVG- x $5 - CHICAGO | 124603     | 29684
JET UP-DOWN BALMO - NEW YORK MERCANTILE  | 86465K     | 0
UP DOWN GC ULSD VS HO SPR - NEW YORK MER | 022A13     | 855
DOW JONES U.S. REAL ESTATE IDX - CHICAGO | 124606     | 8794
DOW JONES INDUSTRIAL AVG- x $5 - CHICAGO | 124603     | 24785
JET UP-DOWN BALMO - NEW YORK MERCANTILE  | 86465K     | 0
UP DOWN GC ULSD VS HO SPR - NEW YORK MER | 022A13     | 1755
DOW JONES U.S. REAL ESTATE IDX - CHICAGO | 124606     | 8868
DOW JONES INDUSTRIAL AVG- x $5 - CHICAGO | 124603     | 32212
UP DOWN GC ULSD VS HO SPR - NEW YORK MER | 022A13     | 1075
DOW JONES U.S. REAL ESTATE IDX - CHICAGO | 124606     | 9621
DOW JONES INDUSTRIAL AVG- x $5 - CHICAGO | 124603     | 34553
UP DOWN GC ULSD VS HO SPR - NEW YORK MER | 022A13     | 2500
DOW JONES U.S. REAL ESTATE IDX - CHICAGO | 124606     | 9760
DOW JONES INDUSTRIAL AVG- x $5 - CHICAGO | 124603     | 43851
UP DOWN GC ULSD VS HO SPR - NEW YORK MER | 022A13     | 2525
DOW JONES INDUSTRIAL AVG- x $5 - CHICAGO | 124603     | 43700
DOW JONES U.S. REAL ESTATE IDX - CHICAGO | 124606     | 8341
UP DOWN GC ULSD VS HO SPR - NEW YORK MER | 022A13     | 2375
DOW JONES U.S. REAL ESTATE IDX - CHICAGO | 124606     | 8226
DOW JONES INDUSTRIAL AVG- x $5 - CHICAGO | 124603     | 42250
UP DOWN GC ULSD VS HO SPR - NEW YORK MER | 022A13     | 2025
DOW JONES INDUSTRIAL AVG- x $5 - CHICAGO | 124603     | 46893
DOW JONES U.S. REAL ESTATE IDX - CHICAGO | 124606     | 8245
UP DOWN GC ULSD VS HO SPR - NEW YORK MER | 022A13     | 1425
DOW JONES INDUSTRIAL AVG- x $5 - CHICAGO | 124603     | 48407
DOW JONES U.S. REAL ESTATE IDX - CHICAGO | 124606     | 8290
UP DOWN GC ULSD VS HO SPR - NEW YORK MER | 022A13     | 1075
DOW JONES INDUSTRIAL AVG- x $5 - CHICAGO | 124603     | 40566
DOW JONES U.S. REAL ESTATE IDX - CHICAGO | 124606     | 8086
UP DOWN GC ULSD VS HO SPR - NEW YORK MER | 022A13     | 775
DOW JONES U.S. REAL ESTATE IDX - CHICAGO | 124606     | 7335
DOW JONES INDUSTRIAL AVG- x $5 - CHICAGO | 124603     | 37851
UP DOWN GC ULSD VS HO SPR - NEW YORK MER | 022A13     | 725
DOW JONES INDUSTRIAL AVG- x $5 - CHICAGO | 124603     | 46678
DOW JONES U.S. REAL ESTATE IDX - CHICAGO | 124606     | 7212
UP DOWN GC ULSD VS HO SPR - NEW YORK MER | 022A13     | 625
DOW JONES U.S. REAL ESTATE IDX - CHICAGO | 124606     | 7140
DOW JONES INDUSTRIAL AVG- x $5 - CHICAGO | 124603     | 40085
